id,tabled,notes_sentences,labels,labels_contiguous,counted,recommendations_counted,excluded_because,title,url
5988,2024-05-15,23,23,yes,yes,23,,Australian Government response to the House of Representatives Standing Committee on the Environment and Energy report: Powering our future,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5988
5993,2024-05-23,50,25,yes,no,0,50 notes sentences against 25 labels,Australian Government response to the Senate Environment and Communications References Committee report: Australia Post [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5993
5994,2024-06-25,6,6,yes,yes,6,,Australian Government response to the Parliamentary Joint Committee on the Australian Commission for Law Enforcement Integrity report: Integrity of Australia’s Border Arrangements [April 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5994
5995,2024-05-15,13,13,yes,yes,13,,Australian Government response to the House Standing Committee on Communications and the Arts report: Inquiry into factors contributing to the growth and sustainability of the Australian film and television industry,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/5995
6019,2024-05-17,0,0,no,no,0,no recommendation labels in the text,"Australian Government response to the Senate Standing Committee on Legal and Constitutional Affairs report: Nationhood, national identity and democracy [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6019
6021,2024-06-25,3,3,yes,yes,3,,"Government response to the Senate Economics References Committee Australia's sovereign naval shipbuilding capability – Future Submarine Acquisition: A shambles - we don't think, we know [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6021
6022,2024-06-25,4,4,yes,yes,4,,Government response to the Senate Economics References Committee Australia's Sovereign Naval Shipbuilding Capability: Interim Report [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6022
6023,2024-06-25,8,8,yes,yes,8,,Government response to the Senate Economics References Committee Future of Australia's naval shipbuilding industry Final report May 2024,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6023
6024,2024-05-17,1,5,no,no,0,labels do not run without gaps,Australian Government response to the Senate Finance and Public Administration References Committee report: APS Inc: undermining public sector capability and performance [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6024
6025,2024-06-25,5,5,yes,yes,5,,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee Impact of Defence training activities and facilities on rural and regional communities – First interim report [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6025
6026,2024-06-25,5,5,yes,yes,5,,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee Impact of Defence training activities and facilities on rural and regional communities – Fourth interim report [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6026
6027,2024-06-25,4,4,yes,yes,4,,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee Impact of Defence training activities and facilities on rural and regional communities – Second interim report [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6027
6028,2024-06-25,2,2,yes,yes,2,,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee Impact of Defence training activities and facilities on rural and regional communities – Third interim report [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6028
6033,2024-05-16,1,4,no,no,0,labels do not run without gaps,Australian Government response to the House of Representatives Standing Committee on Social Policy and Legal Affairs report: Inquiry into constitutional reform and referendums,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6033
6044,2024-05-16,6,8,yes,no,0,6 notes sentences against 8 labels,Australian Government Response to the House of Representatives Standing Committee on Procedure report: Role of the Federation Chamber - Celebrating 20 years of operation,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6044
6050,2024-05-16,0,0,no,no,0,no recommendation labels in the text,Australian Government Response - Inquiry into innovation and creativity: workforce for the new economy,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6050
6051,2024-05-16,0,0,no,no,0,no recommendation labels in the text,Australian Government Response - Status of the teaching profession,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6051
6052,2024-05-16,0,0,no,no,0,no recommendation labels in the text,Australian Government Response - Inquiry into school to work transition,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6052
6053,2024-05-16,0,0,no,no,0,no recommendation labels in the text,Australian Government Response - Education in Remote and Complex Environments,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6053
6054,2024-05-16,0,0,no,no,0,no recommendation labels in the text,Australian Government Response - Inquiry into Funding Australia's Research,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6054
6067,2024-05-17,68,1,no,no,0,labels do not run without gaps,"Australian Government response to the reports of the Joint Standing Committee on Migration: Report 1: Immigration detention in Australia: A new beginning - Criteria for release from detention (tabled December 2008) Report 2: Immigration detention in Australia: Community-based alternatives to detention (tabled May 2009) Report 3: Immigration detention in Australia: Facilities, services and transparency (tabled August 2009) [April 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6067
6068,2024-05-17,21,12,yes,no,0,21 notes sentences against 12 labels,"Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: Serious allegations of abuse, self-harm and neglect of asylum seekers in relation to the Nauru Regional Processing Centre, and any like allegations in relation to the Manus Regional Processing Centre [April 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6068
6069,2024-05-17,11,7,yes,no,0,11 notes sentences against 7 labels,Australian Government response to the Senate Legal and Constitutional Affairs Legislation Committee report: Migration Amendment (Prohibiting Items in Immigration Detention Facilities) Bill 2017 [April 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6069
6070,2024-05-17,9,6,yes,no,0,9 notes sentences against 6 labels,Australian Government response to the Senate Legal and Constitutional Affairs Committee report: Migration Amendment (Prohibiting Items in Immigration Detention Facilities) Bill 2020 [April 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6070
6143,2024-05-23,27,20,yes,no,0,27 notes sentences against 20 labels,Australian Government response to the Senate Select Committee on Certain Aspects of Queensland Government Administration related to Commonwealth Government Affairs Report [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6143
6144,2024-05-23,0,0,no,no,0,no recommendation labels in the text,Australian Government response to the Senate Standing Committee on Economics report: The Australian Manufacturing Industry [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6144
6145,2024-05-23,12,10,yes,no,0,12 notes sentences against 10 labels,Australian Government response to the Senate Environment and Communications Legislation report: Environment Protection and Biodiversity Conservation Amendment (Standing) Bill 2015 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6145
6146,2024-05-23,6,2,yes,no,0,6 notes sentences against 2 labels,Australian Government response to the Environment and Communications Legislation Committee report: Water Amendment (Purchase Limit Repeal) Bill 2019 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6146
6147,2024-05-23,26,20,yes,no,0,26 notes sentences against 20 labels,Australian Government response to the Environment and Communications References Committee report: Adequacy of the regulatory framework governing water use by the extractive industry [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6147
6148,2024-05-23,17,17,yes,yes,17,,"Australian Government response to the Senate Environment and Communications References report: Impact of feral deer, pigs and goats in Australia [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6148
6149,2024-05-23,18,1,no,no,0,labels do not run without gaps,Australian Government response to the Senate Environment and Communications References report: In hot water: the impacts of climate change on marine fisheries and biodiversity [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6149
6150,2024-05-23,18,18,yes,yes,18,,Australian Government response to the Environment and Communications References Committee report: Never waste a crisis: the waste and recycling industry in Australia [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6150
6151,2024-05-23,37,32,yes,no,0,37 notes sentences against 32 labels,Australian Government response to the Senate Environment and Communications References report: Rehabilitation of mining and resources projects and power station ash dams as it relates to Commonwealth responsibilities [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6151
6152,2024-05-23,6,4,yes,no,0,6 notes sentences against 4 labels,Australian Government response to the Environment Communications and the Arts References Committee report: The impacts of mining in the Murray-Darling Basin [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6152
6153,2024-05-23,23,23,yes,yes,23,,Australian Government response to the Senate Environment and Communications References report: Toxic tide: the threat of marine plastic pollution in Australia [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6153
6156,2024-05-23,35,1,no,no,0,labels do not run without gaps,Australian Government response to the Select Committee on the Multi-Jurisdictional Management and Execution of the Murray Darling Basin Plan report: Final report and report on Constitution Alteration (Water Resources) 2019 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6156
6158,2024-05-23,0,0,no,no,0,no recommendation labels in the text,Australian Government response to the Senate Standing Committees on Rural and Regional Affairs and Transport report: Current requirements for labelling of seafood and seafood products [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6158
6159,2024-05-23,16,8,yes,no,0,16 notes sentences against 8 labels,Australian Government response to the Senate Rural and Regional Affairs and Transport References report: Identification of leading practices in ensuring evidence-based regulation of farm practices that impact water quality outcomes in the Great Barrier Reef [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6159
6160,2024-05-23,9,6,yes,no,0,9 notes sentences against 6 labels,Australian Government response to the Rural and Regional Affairs and Transport References report: Integrity of the water market in the Murray-Darling Basin [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6160
6161,2024-05-23,29,24,yes,no,0,29 notes sentences against 24 labels,Australian Government response to the Rural and Regional Affairs and Transport References Committee report: Interim report: The impact of mining coal seam gas on the management of the Murray-Darling Basin [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6161
6162,2024-05-23,10,8,yes,no,0,10 notes sentences against 8 labels,Australian Government response to the Rural and Regional Affairs and Transport References Committee Committee report: Water Legislation Amendment (Inspector-General of Water Compliance and Other Measures) Act 2021,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6162
6163,2024-05-23,0,0,no,no,0,no recommendation labels in the text,Australian Government response to the Joint Select Committee on Trade and Investment Growth] report: Inquiry into Australia’s Future in Research and Innovation [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6163
6164,2024-05-23,3,3,yes,yes,3,,Australian Government response to the Joint Standing Committee on Treaties report: Report 189 - Capital Increase WBG IBRD; Capital Increase WBG IFC; Amendments CMS; Termination IPPA-Indonesia [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6164
6209,2024-05-28,4,4,yes,yes,4,,Australian Government Response to the House of Representatives Standing Committee on the Environment and Energy Report: Living With Fruit Bats [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6209
6210,2024-05-28,8,8,yes,yes,8,,Australian Government Response to the Standing Committee On Agriculture And Water Resources Report: Making Every Drop Count [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6210
6211,2024-05-28,0,0,no,no,0,no recommendation labels in the text,Australian Government Response to the House of Representatives Standing Committee on Economics report: Report on the inquiry into impediments to business investment [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6211
6213,2024-05-29,13,13,yes,yes,13,,"Australian Government Response to the House of Representatives Standing Committee On The Environment Report Streamlining Environmental Legislation Inquiry Into Streamlining Environmental Regulation, 'Green Tape', And One Stop Shops [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6213
6226,2024-05-30,10,10,yes,yes,10,,"Australian Government response to the House of Representatives Standing Committee on Infrastructure, Transport and Cities report: Smart ICT: Report on the inquiry into the role of smart ICT in the design and planning of infrastructure [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6226
6227,2024-06-25,1,1,yes,no,0,"a single label, which a table layout can fake","Australian Government response to the Joint Standing Committee on the National Capital and External Territories interim report: Economic, social and environmental sustainability in the Indian Ocean Territories [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6227
6228,2024-05-30,13,13,yes,yes,13,,Australian Government response to the House of Representatives Select Committee on Regional Australia report: Pride of Place – Inquiry into the future of Regional Australia,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6228
6229,2024-06-25,1,1,yes,no,0,"a single label, which a table layout can fake",Australian Government response to the Joint Standing Committee on the National Capital and External Territories interim report: Availability and access to enabling communications infrastructure in Australia’s external territories [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6229
6235,2024-06-07,2,2,yes,yes,2,,"Australian Government response to the Economics References Committee report: Inquiry into the indictors of, and impact of, regional inequality in Australia [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6235
6236,2024-06-07,6,6,yes,yes,6,,"Australian Government response to the Senate Economics Reference Committee Report – Toll Roads: issues of building, financing and charging [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6236
6237,2024-06-07,35,17,yes,no,0,35 notes sentences against 17 labels,Australian Government response to the Senate Select Committee on Electric Vehicles report: The use and manufacture of electric vehicles in Australia [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6237
6239,2024-06-07,7,7,yes,yes,7,,Australian Government response to the Senate Finance and Public Administration References Committee report: The administration and expenditure of funding under the Urban Congestion Fund [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6239
6240,2024-06-25,8,8,yes,yes,8,,Australian Government response to the Joint Standing Committee on Foreign Affairs Defence and Trade report: Expanding the membership of the Comprehensive and Progressive Trans-Pacific Partnership [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6240
6241,2024-06-25,5,5,yes,yes,5,,"Australian Government response to the Joint Standing Committee on Foreign Affairs, Defence and Trade report: One Region, One Family, One Future: Deepening relations with the Pacific nations through trade [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6241
6242,2024-06-07,1,1,yes,no,0,"a single label, which a table layout can fake","Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Australia’s declarations made under certain international laws [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6242
6243,2024-06-07,19,19,yes,yes,19,,"Australian Government response to the Senate Foreign Affairs, Defence and Trade References Committee report: Inquiry into opportunities for strengthening Australia’s relations with the Republic of France [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6243
6244,2024-06-25,5,5,yes,yes,5,,Australian Government Response to the Recommendations of the Parliamentary Joint Committee on Intelligence and Security Annual Report of Committee Activities 2020-2021 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6244
6245,2024-06-25,8,0,no,no,0,no recommendation labels in the text,Australian Government Response to the Inquiry into National Disability Insurance Scheme Workforce Final Report of the Joint Standing Committee on the National Disability Insurance Scheme [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6245
6246,2024-06-07,3,2,yes,no,0,3 notes sentences against 2 labels,Australian Government response to the Senate Rural and Regional Affairs and Transport Legislation Committee report: Air Services Amendment Bill 2018 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6246
6247,2024-06-07,12,12,yes,yes,12,,Australian Government response to the Senate Rural and Regional Affairs and Transport Legislation Committee report: Australia’s general aviation industry [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6247
6248,2024-06-07,10,9,yes,no,0,10 notes sentences against 9 labels,Australian Government response to the Rural and Regional Affairs and Transport References Committee report: Future role and contribution of regional capitals to Australia [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6248
6249,2024-06-07,28,28,yes,yes,28,,"Australian Government response to the Senate Rural and Regional Affairs and Transport References Committee report: The policy, regulatory, taxation, administrative and funding priorities for Australian shipping [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6249
6250,2024-06-07,12,11,no,no,0,labels do not run without gaps,"Australian Government response to the Senate Rural and Regional Affairs and Transport References Committee interim and final reports: The future of Australia’s aviation sector, in the context of COVID-19 and conditions post pandemic [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6250
6251,2024-06-07,11,11,yes,yes,11,,Australian Government response to the Senate Select Committee on the Scrutiny of Government Budget Measures - Second Interim Report [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6251
6404,2024-06-20,9,9,yes,yes,9,,Australian Government response to the Joint Select Committee on the Australia Fund Establishment report: An inquiry into the establishment of a fund to support rural and manufacturing industries,https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6404
6406,2024-06-20,8,4,yes,no,0,8 notes sentences against 4 labels,Australian Government response to the Senate Finance and Public Administration Legislation Committee report: COAG Legislation Amendment Bill 2021 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6406
6407,2024-06-20,2,2,yes,yes,2,,Australian Government response to the Senate Finance and Public Administration Legislation Committee report: Plebiscite for an Australian Republic Bill 2008 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6407
6408,2024-06-20,11,7,yes,no,0,11 notes sentences against 7 labels,Australian Government response to the Senate Finance and Public Administration References Committee report: Compliance by former Ministers of State with the requirements of the Prime Minister’s Statement of Ministerial Standards [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6408
6409,2024-06-20,21,21,yes,yes,21,,Australian Government response to the Senate Finance and Public Administration References Committee report: Staff employed under the Members of Parliament (Staff) Act 1984 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6409
6410,2024-06-20,2,2,yes,yes,2,,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: A claim of public interest immunity raised over documents [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6410
6411,2024-06-20,25,24,yes,no,0,25 notes sentences against 24 labels,Australian Government response to the Senate Legal and Constitutional Affairs References Committee report: The road to a republic [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6411
6415,2024-06-20,4,4,yes,yes,4,,Australian Government response to the Joint Parliamentary Standing Committee on Public Works report: 2nd Report of 2020 – Referrals made November 2019 and February 2020 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6415
6416,2024-06-20,5,5,yes,yes,5,,Australian Government response to the Senate Select Committee on Red Tape report: Policy and process to limit and reduce red tape [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6416
6418,2024-06-20,0,1,yes,no,0,0 notes sentences against 1 labels,Australian Government response to the Senate Standing Committee on Economics report: Australia’s oil and gas reserves [June 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6418
6419,2024-06-20,0,0,no,no,0,no recommendation labels in the text,Australian Government response to the Select Committee on Unconventional Gas Mining report: Interim Report [June 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6419
6458,2024-06-24,0,0,no,no,0,no recommendation labels in the text,"Australian Government response to the House of Representatives Standing Committee on Industry, Innovation, Science and Resources report: ‘Keep it in the regions: mining and resources industry support for businesses in regional economies’ [June 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6458
6633,2024-08-13,5,5,yes,yes,5,,Australian Government response to the Senate Committee on Economics report: Treasury Laws Amendment (Cyclone and Flood Damage Reinsurance Pool) Bill 2022 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6633
6634,2024-08-13,1,1,yes,no,0,"a single label, which a table layout can fake","Australian Government response to the Senate Economics Committee report: Financial Accountability Regime Bill 2021 [Provisions], Financial Sector Reform (Hayne Royal Commission Response No.3) Bill 2021 [Provisions], Financial Services Compensation Scheme of Last Resort Levy Bill 2021 [Provisions], and Financial Services Compensation Scheme of Last Resort Levy (Collection) Bill 2021 [Provisions] [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6634
6635,2024-08-13,12,11,yes,no,0,12 notes sentences against 11 labels,Australian Government response to the Senate Economics Committee report: Sterling Income Trust [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6635
6636,2024-08-13,1,1,yes,no,0,"a single label, which a table layout can fake",Australian Government response to the Senate Committee on Economics report: Corporations Amendment (Improving Outcomes for Litigation Funding Participants) Bill 2021 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6636
6637,2024-08-13,4,4,yes,yes,4,,Australian Government response to the Senate Committee on Economics report: Offshore Petroleum (Laminaria and Corallina Decommissioning Cost Recovery Levy) Bill 2021 [Provisions] and Treasury Laws Amendment (Laminaria and Corallina Decommissioning Cost Recovery Levy) Bill 2021 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6637
6638,2024-08-13,23,23,yes,yes,23,,Australian Government response to the Senate Select Committee on Australia as a Technology and Financial Centre: Second Interim report [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6638
6639,2024-08-13,7,5,yes,no,0,7 notes sentences against 5 labels,Australian Government response to the Senate Committee on Economics report: Australian Business Growth Fund Bill 2019 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6639
6640,2024-08-13,1,1,no,no,0,labels do not run without gaps,Australian Government response to the Senate Committee on Economics report: Treasury Laws Amendment (News Media and Digital Platforms Mandatory Bargaining Code) Bill 2020 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6640
6641,2024-08-13,7,3,yes,no,0,7 notes sentences against 3 labels,Australian Government response to the Senate Committee on Economics report: Foreign Investment Reform (Protecting Australia's National Security) Bill 2020 [Provisions] and Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2020 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6641
6642,2024-08-13,5,5,no,no,0,labels do not run without gaps,Australian Government response to the Senate Committee on Economics report: Treasury Laws Amendment (Self Managed Superannuation Funds) Bill 2020 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6642
6643,2024-08-13,3,3,no,no,0,labels do not run without gaps,Australian Government response to the Senate Committee on Economics report: Treasury Laws Amendment (Research and Development Tax Incentive) Bill 2019 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6643
6644,2024-08-13,3,2,yes,no,0,3 notes sentences against 2 labels,Australian Government response to the Senate Committee on Economics report: National Consumer Credit Protection Amendment (Small Amount Credit Contract and Consumer Lease Reforms) Bill 2019 (No. 2) [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6644
6645,2024-08-13,32,32,yes,yes,32,,Australian Government response to the Senate Select Committee on Australia as a Technology and Financial Centre First Interim report [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6645
6646,2024-08-13,21,16,yes,no,0,21 notes sentences against 16 labels,Australian Government response to the Senate Committee on Economics report: Performance of the Inspector-General of Taxation [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6646
6647,2024-08-13,3,2,yes,no,0,3 notes sentences against 2 labels,Australian Government response to the Senate Committee on Environment and Communications report: Competition and Consumer Amendment (Prevention of Exploitation of Indigenous Cultural Expressions) Bill 2019 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6647
6648,2024-08-13,8,8,yes,yes,8,,Australian Government response to the Senate Committee on Economics report: Currency (Restrictions on the Use of Cash) Bill 2019 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6648
6649,2024-08-13,10,1,no,no,0,labels do not run without gaps,Australian Government response to the Senate Committee on Legal and Constitutional Affairs report: Resolution of disputes with financial service providers within the justice system [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6649
6650,2024-08-13,20,1,no,no,0,labels do not run without gaps,Australian Government response to the Senate Committee on Economics report: Credit and hardship: report of the Senate inquiry into credit and financial products targeted at Australians at risk of financial hardship [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6650
6651,2024-08-13,3,3,yes,yes,3,,"Australian Government response to the Senate Committee on Economics report: Regulatory framework for the protection of consumers in the banking, insurance and financial services sector [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6651
6652,2024-08-13,1,1,yes,no,0,"a single label, which a table layout can fake",Australian Government response to the Senate Committee on Economics report: National Consumer Credit Protection Amendment (Mandatory Comprehensive Credit Reporting) Bill 2018 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6652
6653,2024-08-13,18,13,yes,no,0,18 notes sentences against 13 labels,"Australian Government response to the Senate Committee on Economics report: Corporate tax avoidance - Part III: Much heat, little light so far [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6653
6654,2024-08-13,1,1,yes,no,0,"a single label, which a table layout can fake",Australian Government response to the Senate Committee on Economics report: Treasury Laws Amendment (Reducing Pressure on Housing Affordability Measures (No.2) Bill 2018 [Provisions] and Foreign Acquisitions and Takeovers Fees Imposition Amendment (Near-new Dwelling Interests) Bill 2018 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6654
6655,2024-08-13,27,27,yes,yes,27,,Australian Government response to the Senate Committee on Lending to Primary Production Customers report Lending to Primary Production Customers - Report [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6655
6656,2024-08-13,32,32,yes,yes,32,,Australian Government response to the Senate Committee on Economics report: Superbad - Wage theft and non-compliance of the Superannuation Guarantee [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6656
6657,2024-08-13,3,3,yes,yes,3,,"Australian Government response to the Senate Select Committee on Red Tape report: Effect of red tape on the sale, supply and taxation of alcohol — Interim report [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6657
6658,2024-08-13,2,2,yes,yes,2,,Australian Government response to the Senate Committee on Economics report: Superannuation (Objective) Bill 2016 [Provisions] [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6658
6659,2024-08-13,2,1,yes,no,0,2 notes sentences against 1 labels,Australian Government response to the Senate Committee on Economics report: Corporate tax avoidance—Part II: Gaming the system [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6659
6660,2024-08-13,24,17,yes,no,0,24 notes sentences against 17 labels,Australian Government response to the Senate Committee on Economics report: Corporate tax avoidance: Part I – You cannot tax what you cannot see [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6660
6661,2024-08-13,3,0,no,no,0,no recommendation labels in the text,Australian Government response to the Senate Economics Legislation Committee report: COAG Reform Fund Amendment (No Electric Vehicle Taxes) Bill 2020 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6661
6662,2024-08-13,1,1,no,no,0,labels do not run without gaps,Australian Government response to the Joint Committee on Corporations and Financial Services report: Corporations Amendment (Improving Outcomes for Litigation Funding Participants) Bill 2021 [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6662
6663,2024-08-13,2,2,yes,yes,2,,Australian Government response to the Joint Committee on Corporations and Financial Services report: Regulation of Auditing in Australia: Final Report [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6663
6664,2024-08-13,10,10,yes,yes,10,,Australian Government response to the Joint Committee on Corporations and Financial Services report: Regulation of auditing in Australia – Interim Report [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6664
6665,2024-08-13,4,4,yes,yes,4,,Australian Government response to the Joint Committee on Corporations and Financial Services report: Report on the 2017-2018 annual reports of bodies established under the ASIC Act [May 2024],https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6665
6666,2024-08-13,2,2,yes,yes,2,,"Australian Government response to the Joint Committee on Corporations and Financial Services report: Statutory Oversight of the Australian Securities and Investments Commission, the Takeovers Panel and the Corporations Legislation: Report No. 1 of the 45th Parliament [May 2024]",https://www.aph.gov.au/Parliamentary_Business/Tabled_Documents/6666
