source,source_id,label,recommended_by,state,verdict
response,164,1,,position,accepted
response,164,2,,position,in part or in principle
response,164,3,,position,accepted
response,164,4,,position,accepted
response,164,5,,position,accepted
response,164,6,,position,in part or in principle
response,164,7,,position,in part or in principle
response,164,8,,position,accepted
response,164,9,,position,accepted
response,170,2,,unreadable,
response,170,3,,unreadable,
response,406,2,,noted,
response,406,3,senator may,dissent,
response,771,2,,position,in part or in principle
response,771,3,,position,accepted
response,771,4,,position,accepted
response,771,5,,position,accepted
response,771,6,,unreadable,
response,772,2,,unreadable,
response,856,1,,noted,
response,856,2,,position,in part or in principle
response,856,4,,position,accepted
response,856,5,,position,in part or in principle
response,856,6,,position,accepted
response,856,7,,position,accepted
response,856,13,,unreadable,
response,856,17,Australian Greens,dissent,
response,856,18,,unreadable,
response,921,2,,position,in part or in principle
response,921,3,,noted,
response,921,4,,position,in part or in principle
response,921,5,,position,in part or in principle
response,921,7,,position,in part or in principle
response,921,8,,position,not accepted
response,921,9,,position,accepted
response,921,10,,position,in part or in principle
response,921,11,,position,accepted
response,921,12,,position,in part or in principle
response,921,13,,position,in part or in principle
response,921,14,,position,accepted
response,921,15,,position,in part or in principle
response,921,16,,position,in part or in principle
response,921,17,,position,in part or in principle
response,921,19,,position,in part or in principle
response,921,20,,position,accepted
response,921,21,,position,in part or in principle
response,921,22,,position,in part or in principle
response,921,23,,position,in part or in principle
response,921,24,,position,accepted
response,921,25,,position,in part or in principle
response,921,27,,position,in part or in principle
response,921,28,,position,in part or in principle
response,921,30,,position,in part or in principle
response,921,31,,position,in part or in principle
response,921,32,,position,in part or in principle
response,921,33,,position,in part or in principle
response,921,34,,position,in part or in principle
response,921,35,,position,in part or in principle
response,921,36,,position,in part or in principle
response,921,37,,unreadable,
response,921,39,,noted,
response,921,40,,position,in part or in principle
response,921,41,,position,accepted
response,921,42,,position,not accepted
response,921,44,,position,in part or in principle
response,921,45,,position,accepted
response,921,47,,position,in part or in principle
response,921,48,,position,in part or in principle
response,921,49,,noted,
response,921,50,,noted,
response,921,51,,position,in part or in principle
response,921,52,,position,in part or in principle
response,921,53,,position,in part or in principle
response,921,54,,position,in part or in principle
response,921,55,,position,accepted
response,921,56,,position,in part or in principle
response,921,57,,unreadable,
response,921,59,,position,in part or in principle
response,921,60,,position,in part or in principle
response,921,62,,position,in part or in principle
response,921,63,,position,in part or in principle
response,921,64,,position,in part or in principle
response,921,65,,position,in part or in principle
response,921,66,,position,in part or in principle
response,921,67,,position,in part or in principle
response,921,69,,position,accepted
response,921,70,,noted,
response,921,71,,position,in part or in principle
response,921,72,,noted,
response,921,74,,position,in part or in principle
response,921,75,,position,in part or in principle
response,921,76,,noted,
response,921,77,,position,in part or in principle
response,921,78,,position,in part or in principle
response,921,79,,unreadable,
response,921,80,,position,accepted
response,921,81,,unreadable,
response,941,2,,noted,
response,941,3,,noted,
response,941,4,,unreadable,
response,941,5,,position,accepted
response,941,8,,unreadable,
response,965,4,,position,accepted
response,974,2,,position,in part or in principle
response,974,3,,position,accepted
response,974,4,,position,in part or in principle
response,974,5,,position,in part or in principle
response,974,6,,noted,
response,974,7,,noted,
response,974,8,,position,in part or in principle
response,974,9,,position,in part or in principle
response,974,10,,position,in part or in principle
response,974,11,,noted,
response,974,12,,position,accepted
response,974,13,,unreadable,
response,974,14,,position,in part or in principle
response,974,15,,position,accepted
response,974,16,,position,in part or in principle
response,974,17,,position,in part or in principle
response,974,18,,position,in part or in principle
response,974,19,,position,in part or in principle
response,974,20,,position,in part or in principle
response,974,21,,noted,
response,974,22,,position,accepted
response,974,23,,position,in part or in principle
response,974,24,,noted,
response,974,25,,position,in part or in principle
response,974,26,,position,in part or in principle
response,974,27,,position,in part or in principle
response,974,28,,noted,
response,974,29,,noted,
response,975,3,,position,not accepted
response,975,4,,noted,
response,1102,7,,noted,
response,1102,8,,noted,
response,1102,18,,noted,
response,1102,26,,noted,
response,1102,34,,unreadable,
response,1102,35,,unreadable,
response,1103,2,,position,accepted
response,1143,3,,position,accepted
response,1143,4,,position,accepted
response,1143,5,,position,accepted
response,1143,6,,position,accepted
response,1143,7,,noted,
response,1143,8,,position,accepted
response,1143,9,,noted,
response,1143,10,,noted,
response,1143,11,,noted,
response,1143,12,,position,in part or in principle
response,1143,13,,position,in part or in principle
response,1143,14,,position,accepted
response,1231,5,,unreadable,
response,1324,2,,position,in part or in principle
response,1324,3,,position,accepted
response,1324,4,,position,accepted
response,1324,5,,noted,
response,1324,6,,position,accepted
response,1324,8,,noted,
response,1324,9,,position,accepted
response,1324,10,,position,not accepted
response,1324,11,,noted,
response,1324,12,,position,accepted
response,1324,13,,position,accepted
response,1324,14,,position,accepted
response,1324,15,,position,in part or in principle
response,1324,16,,position,in part or in principle
response,1324,17,,position,in part or in principle
response,1324,18,,position,in part or in principle
response,1324,19,,position,in part or in principle
response,1324,20,,position,in part or in principle
response,1324,21,,position,accepted
response,1324,22,,noted,
response,1324,23,,position,accepted
response,1324,24,,position,accepted
response,1324,25,,position,in part or in principle
response,1324,26,,position,in part or in principle
response,1324,27,,position,accepted
response,1509,2,,position,accepted
response,1509,3,,position,accepted
response,1569,1,,noted,
response,1569,2,,position,accepted
response,1569,3,,position,in part or in principle
response,1569,4,,position,accepted
response,1569,5,,noted,
response,1569,6,,noted,
response,1569,7,,position,in part or in principle
response,1569,8,,noted,
response,1677,1,,position,accepted
response,1704,5,,unreadable,
response,1704,6,,unreadable,
response,1704,7,,noted,
response,1704,8,,noted,
response,1704,9,,unreadable,
response,1704,12,,noted,
response,1704,15,,unreadable,
response,1704,17,,unreadable,
response,1704,19,,unreadable,
response,1717,2,,position,accepted
response,1717,3,,position,accepted
response,1717,4,,position,accepted
response,1743,1,,position,in part or in principle
response,1743,2,,unreadable,
response,1743,3,,unreadable,
response,2493,2,,position,not accepted
response,2493,3,,noted,
response,2494,1,Dissenting Report,dissent,
response,2494,2,Labor members,dissent,
response,2494,3,Labor members,dissent,
response,2736,1,,noted,
response,2736,2,,noted,
response,2736,3,,noted,
response,2736,4,,position,accepted
response,2736,5,,noted,
response,2736,6,,position,accepted
response,2736,7,,position,accepted
response,2736,8,,position,in part or in principle
response,2736,9,,position,in part or in principle
response,2839,2,,noted,
response,2839,3,,position,accepted
response,2839,4,,position,not accepted
response,2839,5,,position,in part or in principle
response,2839,6,,position,in part or in principle
response,2839,7,,noted,
response,2841,1,Labor Senators,dissent,
response,2845,2,Coalition Senators,dissent,
response,2845,3,Australian Greens,dissent,
response,2910,2,,position,accepted
response,2910,3,,position,accepted
response,2910,4,,position,in part or in principle
response,2910,5,,position,accepted
response,2910,6,,position,in part or in principle
response,2910,7,,position,accepted
response,2910,8,,position,in part or in principle
response,2910,9,,position,not accepted
response,2910,10,,position,not accepted
response,2910,11,,position,not accepted
response,2910,12,,position,accepted
response,2910,13,,position,accepted
response,2910,14,,position,in part or in principle
response,2910,15,,position,in part or in principle
response,2910,16,,position,accepted
response,2910,18,,position,accepted
response,2910,19,,position,in part or in principle
response,2910,20,,position,in part or in principle
response,2910,21,,position,accepted
response,2911,1,,position,accepted
response,2911,2,,noted,
response,2911,3,,position,accepted
response,2911,4,,noted,
response,2911,5,,position,accepted
response,3006,1,,position,accepted
response,3006,2,,position,accepted
response,3049,2,,position,in part or in principle
response,3049,3,,noted,
response,3049,5,,position,accepted
response,3383,2,,position,accepted
response,3383,3,,position,accepted
response,3383,4,,position,accepted
response,3383,5,,position,in part or in principle
response,3383,6,,position,in part or in principle
response,3383,7,,position,in part or in principle
response,3383,8,,position,accepted
response,3383,9,,noted,
response,3383,10,,position,accepted
response,3383,11,,noted,
response,3383,12,,position,accepted
response,3383,13,,noted,
response,3383,14,,noted,
response,3383,15,,position,in part or in principle
response,3383,16,,position,in part or in principle
response,3383,17,,position,in part or in principle
response,3383,18,,position,in part or in principle
response,3383,19,,noted,
response,3383,20,,noted,
response,3383,21,,position,accepted
response,3383,22,,position,accepted
response,3383,23,,position,in part or in principle
response,3383,24,,position,accepted
response,3383,26,,position,accepted
response,3383,28,,position,accepted
response,3383,29,,position,accepted
response,3396,2,,position,in part or in principle
response,3396,3,,position,accepted
response,3396,4,,position,not accepted
response,3396,5,,position,accepted
response,3396,6,,noted,
response,3396,7,,noted,
response,3396,8,,position,not accepted
response,3396,9,,noted,
response,3396,10,,noted,
response,3396,11,Senator the,dissent,
response,3396,12,,noted,
response,3427,3,,position,accepted
response,3427,4,,position,accepted
response,3427,5,,position,accepted
response,3427,6,,position,accepted
response,3427,7,,position,accepted
response,3427,8,,position,accepted
response,3427,9,,position,accepted
response,3427,10,,position,accepted
response,3427,11,,position,accepted
response,3427,13,,position,accepted
response,3427,14,,position,accepted
response,3427,16,,position,accepted
response,3427,17,,position,accepted
response,3427,18,,position,accepted
response,3968,2,,noted,
response,3968,3,,position,in part or in principle
response,3968,4,,position,accepted
response,4165,2,,noted,
response,4165,3,,position,not accepted
response,4165,4,,noted,
response,4165,5,,noted,
response,4165,6,,noted,
response,4165,7,,position,not accepted
response,4165,8,,unreadable,
response,4165,9,,unreadable,
response,4165,10,,noted,
response,4165,11,,noted,
response,4165,12,,unreadable,
response,4165,13,,unreadable,
response,4165,14,,noted,
response,4165,15,,noted,
response,4165,16,,noted,
response,4165,17,,noted,
response,4165,18,,noted,
response,4165,19,,noted,
response,4165,20,,unreadable,
response,4166,2,,position,in part or in principle
response,4166,3,,position,accepted
response,4166,4,,position,accepted
response,4167,4,,noted,
response,4250,2,,position,accepted
response,4372,2,,position,accepted
response,4372,3,,position,accepted
response,4372,4,,position,accepted
response,4372,5,,noted,
response,4372,6,,position,accepted
response,4520,1,,position,in part or in principle
response,4693,3,Dissenting report,dissent,
response,4774,1,Senator Rex,dissent,
response,4774,3,,position,not accepted
response,5023,2,,noted,
response,5110,3,,noted,
response,5110,5,,noted,
response,5110,7,,position,in part or in principle
response,5110,8,,noted,
response,5110,13,,position,in part or in principle
response,5150,1,,position,accepted
response,5150,2,,position,accepted
response,5151,1,Coalition Senators,dissent,
response,5151,2,Australian Greens Senators,dissent,
response,5151,3,Australian Greens Senators,dissent,
response,5151,6,Australian Greens Senators,dissent,
response,5151,7,Australian Greens Senators,dissent,
response,5159,2,,position,accepted
response,5159,3,,noted,
response,5159,4,,position,accepted
response,5159,5,,position,accepted
response,5159,6,,position,accepted
response,5159,8,,position,in part or in principle
response,5159,9,,position,in part or in principle
response,5198,2,,position,in part or in principle
response,5198,3,,noted,
response,5198,4,,noted,
response,5198,5,,position,in part or in principle
response,5198,6,,position,accepted
response,5198,7,,noted,
response,5198,8,,noted,
response,5198,10,,position,accepted
response,5198,11,,position,in part or in principle
response,5198,12,,noted,
response,5198,13,,position,in part or in principle
response,5198,14,,noted,
response,5297,2,,position,not accepted
response,5297,3,,position,not accepted
response,5297,4,,position,not accepted
response,5297,5,,position,not accepted
response,5297,6,,position,accepted
response,5297,7,,unreadable,
response,5297,8,,position,accepted
response,5297,9,,position,accepted
response,5297,10,,noted,
response,5297,14,,position,not accepted
response,5631,1,,unreadable,
response,5631,2,,unreadable,
response,5631,3,,noted,
response,5631,4,,noted,
response,5631,5,,noted,
response,5631,6,,unreadable,
response,5631,7,,position,in part or in principle
response,5631,8,,noted,
response,5631,9,,noted,
response,5631,10,,noted,
response,5631,11,,noted,
response,5631,12,,noted,
response,5631,13,,noted,
response,5631,14,,noted,
response,5631,16,,unreadable,
response,5631,17,,unreadable,
response,5631,18,,unreadable,
response,5631,19,,unreadable,
response,5632,1,,position,accepted
response,5632,2,,position,in part or in principle
response,5632,3,,noted,
response,5632,4,,position,in part or in principle
response,5632,5,,noted,
response,5632,6,,position,in part or in principle
response,5632,7,,position,in part or in principle
response,5633,1,,noted,
response,5633,2,,position,not accepted
response,5633,3,,position,in part or in principle
response,5633,4,,position,accepted
response,5633,6,,position,not accepted
response,5633,8,,position,not accepted
response,5633,10,,position,not accepted
response,5692,2,,position,accepted
response,5748,1,Labor Senators,dissent,
response,5748,2,,form letter,
response,5748,3,,form letter,
response,5748,4,,form letter,
response,5748,5,,form letter,
response,5748,6,Labor Senators,dissent,
response,5748,7,,form letter,
response,5748,8,,form letter,
response,5748,9,,form letter,
response,5748,10,Labor Senators,dissent,
response,5748,11,Labor Senators,dissent,
response,5748,12,,form letter,
response,5748,13,,form letter,
response,5748,14,,form letter,
response,5748,15,Labor Senators,dissent,
response,5748,16,,form letter,
response,5748,17,,form letter,
response,5748,18,Labor Senators,dissent,
response,5748,19,,form letter,
response,5748,20,,form letter,
response,5748,21,,form letter,
response,5748,22,,form letter,
response,5748,23,,form letter,
response,5748,24,,form letter,
response,5748,25,Labor Senators,dissent,
response,5748,26,Labor Senators,dissent,
response,5748,27,,unreadable,
response,5748,28,Labor Senators,dissent,
response,5748,29,,form letter,
response,5748,30,,form letter,
response,5748,31,,form letter,
response,5748,32,Labor Senators,dissent,
response,5748,33,,form letter,
response,5750,3,,form letter,
response,5750,4,,form letter,
response,5750,5,,form letter,
response,5750,6,,form letter,
response,5750,7,,form letter,
response,5750,8,,form letter,
response,5750,9,,form letter,
response,5750,10,,form letter,
response,5750,11,,form letter,
response,5750,12,,form letter,
response,5750,13,,form letter,
response,5750,14,,form letter,
response,5750,15,,form letter,
response,5750,16,,form letter,
response,5751,2,,form letter,
response,5751,3,,form letter,
response,5751,4,,form letter,
response,5751,5,,form letter,
response,5751,6,,form letter,
response,5751,7,,form letter,
response,5751,8,,form letter,
response,5751,9,,form letter,
response,5753,2,,form letter,
response,5753,3,,form letter,
response,5753,4,,form letter,
response,5755,2,,form letter,
response,5755,3,,form letter,
response,5755,4,,form letter,
response,5755,5,,form letter,
response,5757,1,,form letter,
response,5757,2,,form letter,
response,5757,3,,form letter,
response,5757,4,,form letter,
response,5757,5,,form letter,
response,5757,6,,form letter,
response,5757,7,,form letter,
response,5757,8,,form letter,
response,5757,9,,form letter,
response,5757,10,,form letter,
response,5757,11,,form letter,
response,5757,12,,form letter,
response,5757,13,,form letter,
response,5757,14,,form letter,
response,5759,2,,form letter,
response,5759,3,,form letter,
response,5759,4,,form letter,
response,5759,5,,form letter,
response,5759,6,,form letter,
response,5759,7,,form letter,
response,5759,8,,form letter,
response,5759,9,,form letter,
response,5759,10,,form letter,
response,5759,11,,form letter,
response,5812,2,,form letter,
response,5812,3,,form letter,
response,5812,4,,form letter,
response,5812,5,,form letter,
response,5812,6,,form letter,
response,5812,8,,form letter,
response,5812,9,,form letter,
response,5812,10,,form letter,
response,5812,11,,form letter,
response,5812,12,,form letter,
response,5812,13,,form letter,
response,5812,14,,form letter,
response,5812,15,,form letter,
response,5812,16,,form letter,
response,5812,17,,form letter,
response,5812,18,,form letter,
response,5812,19,,form letter,
response,5812,20,,form letter,
response,5812,21,,form letter,
response,5812,22,,form letter,
response,5812,23,,form letter,
response,5812,24,,form letter,
response,5812,25,,form letter,
response,5812,26,,form letter,
response,5812,27,,form letter,
response,5812,28,,form letter,
response,5812,29,,form letter,
response,5812,30,,form letter,
response,5812,31,,form letter,
response,5812,32,,form letter,
response,5812,33,,form letter,
response,5813,2,,form letter,
response,5813,3,,form letter,
response,5813,4,,form letter,
response,5814,2,,form letter,
response,5814,3,,form letter,
response,5814,4,,form letter,
response,5814,5,,form letter,
response,5814,6,,unreadable,
response,5814,7,,form letter,
response,5814,8,,form letter,
response,5814,9,,form letter,
response,5814,10,,form letter,
response,5814,11,,form letter,
response,5814,12,,form letter,
response,5814,13,,form letter,
response,5814,14,,form letter,
response,5814,15,,form letter,
response,5814,16,,form letter,
response,5815,2,,form letter,
response,5815,3,,form letter,
response,5815,4,,form letter,
response,5815,5,,form letter,
response,5815,6,,form letter,
response,5815,7,,form letter,
response,5815,8,,form letter,
response,5815,9,,form letter,
response,5815,10,,form letter,
response,5815,11,,form letter,
response,5815,12,,form letter,
response,5815,13,,form letter,
response,5815,14,,form letter,
response,5815,15,,form letter,
response,5815,16,,form letter,
response,5815,17,,form letter,
response,5815,18,,form letter,
response,5818,2,Australian Greens,dissent,
response,5821,2,Labor Senators,dissent,
response,5821,3,Labor Senators,dissent,
response,5829,2,,form letter,
response,5829,3,,form letter,
response,5829,4,Australian Greens,dissent,
response,5830,2,,form letter,
response,5830,3,Greens,dissent,
response,5830,4,,form letter,
response,5830,5,,form letter,
response,5831,2,,form letter,
response,5833,2,,form letter,
response,5833,3,,form letter,
response,5833,4,,noted,
response,5833,5,,form letter,
response,5833,6,,form letter,
response,5833,7,,form letter,
response,5833,8,,form letter,
response,5833,9,,form letter,
response,5833,10,,form letter,
response,5833,11,,form letter,
response,5833,12,,form letter,
response,5833,13,,form letter,
response,5833,14,,form letter,
response,5833,15,,form letter,
response,5833,16,,form letter,
response,5833,17,,form letter,
response,5833,18,,form letter,
response,5833,19,,form letter,
response,5833,20,,form letter,
response,5833,21,,form letter,
response,5834,2,,form letter,
response,5834,3,,form letter,
response,5834,4,,form letter,
response,5834,5,,form letter,
response,5834,10,,form letter,
response,5835,2,,form letter,
response,5835,3,,form letter,
response,5835,4,,form letter,
response,5835,5,,form letter,
response,5835,6,,form letter,
response,5835,7,,form letter,
response,5835,8,,form letter,
response,5835,9,,form letter,
response,5835,10,,form letter,
response,5835,11,,form letter,
response,5835,12,,form letter,
response,5835,14,,form letter,
response,5835,15,,form letter,
response,5835,16,,form letter,
response,5835,17,,form letter,
response,5835,18,,form letter,
response,5836,2,,form letter,
response,5836,3,,form letter,
response,5836,4,,form letter,
response,5836,5,,form letter,
response,5836,6,,form letter,
response,5836,7,,form letter,
response,5836,8,,form letter,
response,5836,9,,form letter,
response,5836,10,,form letter,
response,5837,1,Labor Members,dissent,
response,5837,2,,form letter,
response,5837,3,,form letter,
response,5837,4,,form letter,
response,5837,5,,form letter,
response,5837,6,,form letter,
response,5838,2,,form letter,
response,5838,3,,form letter,
response,5838,4,,form letter,
response,5838,5,,form letter,
response,5838,6,,form letter,
response,5838,7,,form letter,
response,5838,8,,form letter,
response,5838,9,,form letter,
response,5838,10,,form letter,
response,5838,11,,form letter,
response,5838,12,,form letter,
response,5838,13,,form letter,
response,5838,14,,form letter,
response,5839,2,,form letter,
response,5839,3,,form letter,
response,5839,4,,form letter,
response,5839,5,,form letter,
response,5839,6,,form letter,
response,5839,7,,form letter,
response,5839,8,,form letter,
response,5839,9,,form letter,
response,5839,10,,form letter,
response,5839,11,,form letter,
response,5839,12,,form letter,
response,5839,13,,form letter,
response,5840,2,,form letter,
response,5840,3,,form letter,
response,5840,4,,form letter,
response,5840,5,,form letter,
response,5840,6,,form letter,
response,5840,7,,form letter,
response,5840,8,,form letter,
response,5840,9,,form letter,
response,5840,10,,form letter,
response,5840,11,,form letter,
response,5840,12,,form letter,
response,5840,13,,form letter,
response,5840,14,,form letter,
response,5840,15,,form letter,
response,5840,16,,form letter,
response,5840,17,,form letter,
response,5840,18,,form letter,
response,5840,19,,form letter,
response,5840,20,,form letter,
response,5840,21,,form letter,
response,5840,22,,form letter,
response,5840,23,,form letter,
response,5840,25,,form letter,
response,5840,26,,form letter,
response,5840,27,,form letter,
response,5840,28,,form letter,
response,5840,29,,form letter,
response,5840,30,,form letter,
response,5840,31,,form letter,
response,5840,32,,form letter,
response,5840,33,,form letter,
response,5840,34,,form letter,
response,5840,35,,form letter,
response,5840,36,,form letter,
response,5840,37,,form letter,
response,5840,38,,form letter,
response,5840,39,,form letter,
response,5840,40,,form letter,
response,5853,1,,form letter,
response,5853,2,,form letter,
response,5853,3,,form letter,
response,5853,4,,form letter,
response,5853,5,,form letter,
response,5853,6,,form letter,
response,5853,7,,form letter,
response,5853,8,,form letter,
response,5853,9,,form letter,
response,5853,10,,unreadable,
response,5853,11,,form letter,
response,5853,12,,form letter,
response,5853,13,,form letter,
response,5853,14,,form letter,
response,5853,15,,form letter,
response,5853,16,,form letter,
response,5853,17,,form letter,
response,5853,18,,form letter,
response,5853,19,,form letter,
response,5853,20,,form letter,
response,5859,1,,form letter,
response,5859,2,,form letter,
response,5859,3,,form letter,
response,5859,4,,form letter,
response,5859,5,,form letter,
response,5859,6,,form letter,
response,5859,7,,form letter,
response,5859,8,,form letter,
response,5859,9,,form letter,
response,5859,10,,form letter,
response,5859,11,,form letter,
response,5909,1,,form letter,
response,5909,2,,form letter,
response,5909,3,,form letter,
response,5909,4,,form letter,
response,5909,7,,form letter,
response,5909,8,,form letter,
response,5909,9,,form letter,
response,5909,14,,form letter,
response,5909,15,,form letter,
response,5909,16,,form letter,
response,5912,1,,form letter,
response,5912,2,,form letter,
response,5912,3,,form letter,
response,5912,5,,form letter,
response,5912,6,,form letter,
response,5912,7,,form letter,
response,5912,8,,form letter,
response,5912,9,,form letter,
response,5912,10,,form letter,
response,5912,11,,form letter,
response,5912,12,,form letter,
response,5912,13,,form letter,
response,5912,14,,form letter,
response,5912,15,,form letter,
response,5912,16,,form letter,
response,5912,17,,form letter,
response,5912,18,,form letter,
response,5912,19,,form letter,
response,5912,20,,form letter,
response,5912,21,,form letter,
response,5912,22,,form letter,
response,5913,2,,position,in part or in principle
response,5913,3,,position,accepted
response,5913,4,,noted,
response,5913,5,,position,accepted
response,5913,6,,noted,
response,5913,7,,position,in part or in principle
response,5915,1,,form letter,
response,5915,2,,form letter,
response,5915,3,,form letter,
response,5915,4,,form letter,
response,5915,5,,form letter,
response,5915,6,,form letter,
response,5915,7,,form letter,
response,5915,8,,form letter,
response,5915,9,,form letter,
response,5915,10,,form letter,
response,5915,11,,form letter,
response,5915,12,,form letter,
response,5915,13,,form letter,
response,5915,14,,form letter,
response,5915,15,,form letter,
response,5915,16,,form letter,
response,5915,17,,form letter,
response,5916,2,,position,accepted
response,5916,3,,unreadable,
response,5916,4,,noted,
response,5916,5,,position,accepted
response,5917,2,,form letter,
response,5917,4,,form letter,
response,5917,5,,form letter,
response,5917,6,,form letter,
response,5917,7,,form letter,
response,5917,8,,form letter,
response,5917,9,,form letter,
response,5917,10,,form letter,
response,5917,11,,form letter,
response,5917,13,,form letter,
response,5918,2,,form letter,
response,5918,3,,form letter,
response,5918,4,,unreadable,
response,5918,5,,unreadable,
response,5918,6,,unreadable,
response,5919,2,,unreadable,
response,5919,3,,unreadable,
response,5919,4,,unreadable,
response,5919,5,,unreadable,
response,5919,6,,unreadable,
response,5919,7,,unreadable,
response,5919,8,,unreadable,
response,5919,9,,unreadable,
response,5919,10,,unreadable,
response,5921,2,,form letter,
response,5921,3,,form letter,
response,5921,4,,form letter,
response,5921,5,,form letter,
response,5921,6,,form letter,
response,5921,7,,form letter,
response,5921,8,,form letter,
response,5921,9,,form letter,
response,5921,10,,form letter,
response,5921,12,,form letter,
response,5921,13,,form letter,
response,5921,14,,form letter,
response,5921,15,,form letter,
response,5922,2,,form letter,
response,5922,3,,form letter,
response,5922,4,,form letter,
response,5922,5,,form letter,
response,5922,6,,form letter,
response,5922,7,,form letter,
response,5922,8,,form letter,
response,5922,9,,form letter,
response,5922,10,,form letter,
response,5922,11,,form letter,
response,5922,12,,form letter,
response,5922,13,,form letter,
response,5922,14,,form letter,
response,5923,2,,unreadable,
response,5923,3,,form letter,
response,5923,4,,form letter,
response,5923,5,,form letter,
response,5923,6,,form letter,
response,5923,7,,form letter,
response,5923,8,,form letter,
response,5923,9,,form letter,
response,5923,10,,form letter,
response,5923,11,,form letter,
response,5924,2,,form letter,
response,5924,3,,form letter,
response,5924,4,,form letter,
response,5924,5,,form letter,
response,5924,6,,form letter,
response,5924,8,,form letter,
response,5924,9,,form letter,
response,5924,10,,form letter,
response,5924,11,,form letter,
response,5924,12,,form letter,
response,5924,13,,form letter,
response,5924,14,,form letter,
response,5924,15,,form letter,
response,5924,16,,form letter,
response,5924,17,,form letter,
response,5924,18,,form letter,
response,5924,19,,form letter,
response,5924,20,,form letter,
response,5924,21,,form letter,
response,5924,22,,form letter,
response,5924,23,,form letter,
response,5926,1,,form letter,
response,5926,2,,form letter,
response,5926,3,,form letter,
response,5927,1,,form letter,
response,5927,2,,form letter,
response,5928,1,,position,accepted
response,5928,2,,noted,
response,5928,3,,position,not accepted
response,5928,4,,position,not accepted
response,5928,5,,noted,
response,5928,6,,noted,
response,5928,7,,noted,
response,5928,8,Labor Senators,dissent,
response,5928,9,,noted,
response,5928,11,,position,in part or in principle
response,5928,12,,position,accepted
response,5928,14,,noted,
response,5928,15,,position,in part or in principle
response,5928,17,,position,accepted
response,5928,18,,noted,
response,5928,20,,noted,
response,5928,21,,noted,
response,5928,23,,noted,
response,5928,24,,noted,
response,5928,26,,noted,
response,5933,2,Labor Senators,dissent,
response,5933,3,Labor Senators,dissent,
response,5935,2,,position,not accepted
response,5935,3,,position,not accepted
response,5935,4,,position,not accepted
response,5935,5,,position,not accepted
response,5988,2,,form letter,
response,5988,3,,form letter,
response,5988,4,,form letter,
response,5988,5,,form letter,
response,5988,6,,form letter,
response,5988,8,,form letter,
response,5988,9,,form letter,
response,5988,10,,form letter,
response,5988,11,,form letter,
response,5988,12,,form letter,
response,5988,13,,form letter,
response,5988,14,,form letter,
response,5988,15,,form letter,
response,5988,16,,form letter,
response,5988,17,,form letter,
response,5988,18,,form letter,
response,5988,19,,form letter,
response,5988,20,,form letter,
response,5988,21,,form letter,
response,5988,22,,form letter,
response,5988,23,,form letter,
response,5993,1,,form letter,
response,5993,2,,form letter,
response,5993,3,,form letter,
response,5993,4,,form letter,
response,5993,5,,form letter,
response,5993,6,,form letter,
response,5993,7,,form letter,
response,5993,8,,form letter,
response,5993,10,,form letter,
response,5993,11,,form letter,
response,5993,12,,form letter,
response,5993,13,,form letter,
response,5993,14,,form letter,
response,5993,15,,form letter,
response,5993,16,,form letter,
response,5993,17,,form letter,
response,5993,18,,form letter,
response,5993,19,,form letter,
response,5993,20,,form letter,
response,5993,21,,form letter,
response,5993,22,,form letter,
response,5993,23,,form letter,
response,5993,24,,form letter,
response,5993,25,,form letter,
response,5994,2,,form letter,
response,5994,3,,form letter,
response,5994,4,,form letter,
response,5994,5,,form letter,
response,5994,6,,form letter,
response,5995,1,,form letter,
response,5995,2,,form letter,
response,5995,3,,form letter,
response,5995,4,,form letter,
response,5995,5,,form letter,
response,5995,6,,form letter,
response,5995,7,,form letter,
response,5995,8,,form letter,
response,5995,9,,form letter,
response,5995,10,,form letter,
response,5995,11,,form letter,
response,5995,12,,form letter,
response,5995,13,,form letter,
response,6020,2,,noted,
response,6020,3,,noted,
response,6020,4,,unreadable,
response,6021,1,,form letter,
response,6021,2,,form letter,
response,6022,1,,form letter,
response,6022,2,,form letter,
response,6022,4,,form letter,
response,6023,1,,form letter,
response,6023,2,,form letter,
response,6023,3,,form letter,
response,6023,4,,form letter,
response,6023,5,,form letter,
response,6023,6,,form letter,
response,6023,7,,form letter,
response,6023,8,,form letter,
response,6025,1,,form letter,
response,6025,2,,form letter,
response,6025,3,,form letter,
response,6025,4,,form letter,
response,6025,5,,form letter,
response,6026,1,,form letter,
response,6026,2,,form letter,
response,6026,3,,form letter,
response,6026,4,,form letter,
response,6026,5,,form letter,
response,6027,1,,form letter,
response,6027,2,,form letter,
response,6027,3,,form letter,
response,6027,4,,form letter,
response,6028,1,,form letter,
response,6028,2,,form letter,
response,6040,1,,noted,
response,6040,2,,position,accepted
response,6040,4,,unreadable,
response,6040,6,,noted,
response,6041,1,,position,in part or in principle
response,6041,2,,noted,
response,6041,3,,position,accepted
response,6044,1,,noted,
response,6044,2,,noted,
response,6044,3,,noted,
response,6044,4,,noted,
response,6044,5,,noted,
response,6044,6,,form letter,
response,6044,7,,noted,
response,6044,8,,noted,
response,6059,1,,noted,
response,6059,2,,noted,
response,6059,3,,noted,
response,6059,4,,noted,
response,6059,5,,noted,
response,6059,7,,noted,
response,6059,9,,noted,
response,6060,1,,noted,
response,6060,2,,noted,
response,6060,3,,noted,
response,6060,4,,noted,
