candidate_id,jurisdiction,title,year_start,year_end,year_text,inquiry_family,discovery_source,candidate_page,verification_status,recommendation_tracking_status,notes
rc-candidate-0191,New South Wales,Royal Commission of Inquiry into the Working and Administration of the Government Docks and Workshops at Cockatoo Island (1903),1903,1903,1903,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0192,New South Wales,Royal Commission into Norfolk Island Affairs (1903),1903,1903,1903,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0193,New South Wales,Royal Commission on the Decline of the Birth-Rate and on the Mortality of Infants in New South Wales (1904),1904,1904,1904,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0194,New South Wales,Railway Locomotives Royal Commission (1904),1904,1904,1904,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Railway_Locomotives_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0195,New South Wales,Royal Commission of Inquiry into the cost of the Cataract Dam (1905),1905,1905,1905,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0196,New South Wales,Royal Commission of Inquiry into the Railway Administration (1905–1906),1905,1906,1905–1906,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0197,New South Wales,"Royal Commission of Inquiry into the administration of the Lands Department (1905–1907) (which found Paddy Crick, the former Secretary for Lands, corruptly received payments from a land agent).",1905,1907,1905–1907,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/wiki/Paddy_Crick,candidate_unverified,not_assessed,
rc-candidate-0198,New South Wales,Royal Commission on the Federal Navigation Bill (1906),1906,1906,1906,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0199,New South Wales,"Royal Commission (No 2) of Inquiry into Claims of Members of New South Wales Contingents in South Africa (""Royal Commission into Boer War veterans"") (1907)",1907,1907,1907,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0200,New South Wales,"Royal Commission on Coal Mining Disputes, Newcastle and Gunnedah Districts (1907–1909)",1907,1909,1907–1909,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0201,New South Wales,Royal Commission for the Improvement of the City of Sydney and Its Suburbs (1908),1908,1908,1908,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/wiki/City_of_Sydney,candidate_unverified,not_assessed,
rc-candidate-0202,New South Wales,Forestry Royal Commission (1908),1908,1908,1908,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Forestry_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0203,New South Wales,"Royal Commission on Communication between Sydney and North Sydney (""Royal Commission into Sydney Harbour crossing"") (1908–1909)",1908,1909,1908–1909,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0204,New South Wales,Royal Commission for the Improvement of the City of Sydney and its Suburbs (1908–1909),1908,1909,1908–1909,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0205,New South Wales,Royal Commission into Saturday Half Holiday (1909),1909,1909,1909,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0206,New South Wales,Royal Commission into Coal loader (1909),1909,1909,1909,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Royal_Commission_into_Coal_loader&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0207,New South Wales,"Royal Commission of Inquiry into certain allegations made by Police Constables Mitchell and Styles, against Sergeant Sheehy, and 1st class Constable Boon, in connection with the death of Walter Bosworth in a police cell, at Bathurst on 28 January 1911 (c. 1911)",1911,1911,1911 1911,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0208,New South Wales,Royal Commission of Inquiry into the alleged treatment of Prisoner Joseph Henry Denmead and certain representations made by Thomas Love (1911),1911,1911,1911,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0209,New South Wales,Royal Commission of Inquiry into the Administration of the Fire Brigades Act (1911),1911,1911,1911,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0210,New South Wales,Royal Commission of Inquiry into certain allegations made by Police Constable Fortescue Mitchell and Police Constable Sidney Thomas Styles (1911),1911,1911,1911,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0211,New South Wales,Royal Commission of Inquiry into the best methods of working the thick coal seams in the Maitland-Cessnock District (1911),1911,1911,1911,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0212,New South Wales,Piddington Royal Commission (1911),1911,1911,1911,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Piddington_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0213,New South Wales,Langwell Royal Commission (1911),1911,1911,1911,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Langwell_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0214,New South Wales,Blacket Royal Commission (1912),1912,1912,1912,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Blacket_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0215,New South Wales,Bavin Royal Commission (1912),1912,1912,1912,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Bavin_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0216,New South Wales,Royal Commission of Inquiry into charges preferred against the Minister for Public Works (1912),1912,1912,1912,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0217,New South Wales,Railway locomotives Royal Commission (1912),1912,1912,1912,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Railway_locomotives_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0218,New South Wales,Royal Commission into South Maitland coalfields (1912),1912,1912,1912,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Royal_Commission_into_South_Maitland_coalfields&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0219,New South Wales,"Royal Commission into the Administration of the Mental Hospital and the Reception House for the Insane, Darlinghurst (1913)",1913,1913,1913,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0220,New South Wales,Piddington Royal Commission (1913),1913,1913,1913,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Piddington_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0221,New South Wales,Thompson Royal Commission (1913),1913,1913,1913,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Thompson_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0222,New South Wales,Royal Commission on the purchase by the Government of the Boorabil Estate and adjoining improvement leases (1914),1914,1914,1914,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0223,New South Wales,Cocks Royal Commission (1914),1914,1914,1914,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Cocks_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0224,New South Wales,"Royal Commission of inquiry respecting the Wheat Acquisition Act (""Ferguson Royal Commission""), (1915)",1915,1915,1915,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0225,New South Wales,Royal Commission of Inquiry into the Administration of the Dental Board and the Conduct of its Registrar (1915),1915,1915,1915,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0226,New South Wales,Carmichael Royal Commission (1915),1915,1915,1915,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Carmichael_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0227,New South Wales,Royal Commission of Inquiry into allegations of corruption in connection with proposed State monopoly of petrol industry (1916),1916,1916,1916,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0228,New South Wales,"Royal Commission on the charges made by Richard Price against the Minister for Lands, William Ashford (1917)",1917,1917,1917,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/wiki/Richard_Price_(New_South_Wales_politician),candidate_unverified,not_assessed,
rc-candidate-0229,New South Wales,"Royal Commission of Inquiry into Allegations as to bribery of Mr P.Lamph, a member of the Licensing Court at Bowraville, by Mr G.B. Kritsch, in connection with an application by Mr M. Wallace for a publican's licence at Macksville (1917)",1917,1917,1917,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0230,New South Wales,Royal Commission to Enquire into the Public Service of New South Wales (1917–18),1917,1917,1917–18,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0231,New South Wales,"Royal Commission Respecting the Inquiry on the Homebush Abattoirs and the Meat Industry Act, 1915 (1918)",1915,1918,1915 1918,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0232,New South Wales,Harvey Royal Commission (1918),1918,1918,1918,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Harvey_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0233,New South Wales,Allard Royal Commission (1918),1918,1918,1918,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Allard_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0234,New South Wales,Railway time cards Royal Commission (1918),1918,1918,1918,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Railway_time_cards_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0235,New South Wales,Allard Royal Commission II (1919),1919,1919,1919,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Allard_Royal_Commission_II&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0236,New South Wales,Campbell Royal Commission (1919),1919,1919,1919,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Campbell_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0237,New South Wales,Greater Newcastle Royal Commission (1919),1919,1919,1919,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Greater_Newcastle_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0238,New South Wales,Royal Commission respecting the inquiry into the George Georgeson wheat contract (1919),1919,1919,1919,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0239,New South Wales,"Royal Commission of Inquiry into the State Wheat Pool (""Pring Royal Commission""), (1919–1921)",1919,1921,1919–1921,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0240,New South Wales,Royal Commission of Inquiry into the Matter of the Trial and Conviction and Sentences Imposed on Charles Reeve and Others (1920),1920,1920,1920,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0241,New South Wales,"Royal Commission of Inquiry into certain charges against Messrs. Dooley, Mutch, and Johnston, members of the Legislative Assembly of New South Wales (1920)",1920,1920,1920,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0242,New South Wales,Royal Commission of Inquiry into the Coal Mining Industry and the Coal Trade in the State of New South Wales (1919–c. 1921),1919,1921,1919 1921,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0243,New South Wales,Allard Royal Commission (1920),1920,1920,1920,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Allard_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0244,New South Wales,Beeby Royal Commission (1920),1920,1920,1920,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Beeby_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0245,New South Wales,Edmunds Royal Commission (1920),1920,1920,1920,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Edmunds_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0246,New South Wales,"Royal Commission of Inquiry into the Administration of the Returned Soldiers' Settlement Branch, Department of Lands (1920–1921)",1920,1921,1920–1921,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0247,New South Wales,Wade Royal Commission (1921),1921,1921,1921,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Wade_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0248,New South Wales,Royal Commission into Rail gauge in Australia (1921),1921,1921,1921,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Royal_Commission_into_Rail_gauge_in_Australia&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0249,New South Wales,Royal Commission on Lunacy Law and Administration (1922–1923),1922,1923,1922–1923,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0250,New South Wales,Royal Commission of Enquiry into the Question of the Constitution of a Harbour Trust to control the administration of the Port of Newcastle (1922–1923),1922,1923,1922–1923,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0251,New South Wales,Royal Commission into Closer Settlement (1924),1924,1924,1924,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Royal_Commission_into_Closer_settlement&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0252,New South Wales,Royal Commission of Inquiry into Redistribution of Wards (1924),1924,1924,1924,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0253,New South Wales,Royal Commission of Inquiry into the Railway and Tramway Services (1924),1924,1924,1924,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0254,New South Wales,Campbell Royal Commission (1924),1924,1924,1924,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Campbell_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0255,New South Wales,"Royal Commission of Inquiry respecting the conduct of Aldermen of the Municipal Council of Sydney in connection with certain matters (""Lamb Royal Commission""), (1924–1925)",1924,1925,1924–1925,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0256,New South Wales,Royal Commission of Inquiry into Certain Allegations regarding the purchase and re-sale of cornsacks by the Minister for Agriculture (1925),1925,1925,1925,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0257,New South Wales,"New States Royal Commission of Inquiry (""Cohen Royal Commission"") (1924-5)",1924,1924,1924,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Cohen_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0258,New South Wales,Harvey Royal Commission (1927),1927,1927,1927,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Harvey_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0259,New South Wales,Royal Commission into Bunnerong Powerhouse (1928),1928,1928,1928,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Royal_Commission_into_Bunnerong_Powerhouse&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0260,New South Wales,Davidson Royal Commission (Campsie busses) (1929),1929,1929,1929,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Davidson_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0261,New South Wales,"Royal Commission of Inquiry into the Coal Industry (""Davidson Royal Commission – Coal""), (1929–1930)",1929,1930,1929–1930,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0262,New South Wales,Royal Commission into the Parramatta by-election (1929),1929,1929,1929,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Royal_Commission_into_the_Parramatta_by-election&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0263,New South Wales,Royal Commission of Inquiry into the Administration of the Newcastle District Abattoir Board (1930),1930,1930,1930,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0264,New South Wales,Shand Royal Commission (1931),1931,1931,1931,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Shand_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0265,New South Wales,Prior Royal Commission (1931),1931,1931,1931,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Prior_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0266,New South Wales,Royal Commission of Inquiry into the Administration of the Western Division of New South Wales (1931),1931,1931,1931,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0267,New South Wales,Royal Commission into the Administration of the Milk Act (1931),1931,1931,1931,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0268,New South Wales,"Royal Commission on Greyhound Racing and Fruit Machines (""Rogers Royal Commission""), (1932)",1932,1932,1932,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0269,New South Wales,Royal Commission on matters concerning the promotion and operations of certain companies in New South Wales (1934–1935),1934,1935,1934–1935,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0270,New South Wales,Gepp Royal Commission (1935),1935,1935,1935,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Gepp_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0271,New South Wales,"Royal Commission of Inquiry Respecting Areas in the State of New South Wales Suitable for Self-Government as States in the Commonwealth of Australia (""Nicholas Royal Commission""), (1933–1935)",1933,1935,1933–1935,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/wiki/Nicholas_Royal_Commission,candidate_unverified,not_assessed,
rc-candidate-0272,New South Wales,Royal Commission on matters concerning the promotion and operations of certain companies in New South Wales (1935),1935,1935,1935,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0273,New South Wales,Royal Commission into the Price of Bread (1935-6),1935,1935,1935,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0274,New South Wales,"Royal Commission into Matters Affecting the Lands Department and Western Lands Commission (""White Royal Commission""), (1935–1936)",1935,1936,1935–1936,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0275,New South Wales,Markell Royal Commission (1937),1937,1937,1937,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/w/index.php?title=Markell_Royal_Commission&action=edit&redlink=1,candidate_unverified,not_assessed,
rc-candidate-0276,New South Wales,"Royal Commission of Inquiry into Charges of Fraud and Corruption in connection with the Sale of State Industrial Undertakings (""Rogers Royal Commission""), (1937–1938)",1937,1938,1937–1938,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0277,New South Wales,Royal Commission of Inquiry into the Fruit Industry of New South Wales (1937–1939),1937,1939,1937–1939,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0278,New South Wales,Royal Commission on Safety and Health of Workers in Coal Mines (1938–1939),1938,1939,1938–1939,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0279,New South Wales,Royal Commission into the Compulsory Retirement of Employees in Coal and Oil Shale Mines in New South Wales at the age of 60 years (1940–1941),1940,1941,1940–1941,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0280,New South Wales,"Royal Commission into whether The Honourable Vernon Haddon Treatt, Minister of Justice for the state of New South Wales, was guilty of any improper conduct in recommending the reduction of a fine imposed upon the Abbco Bread Company Proprietary Limited (1941)",1941,1941,1941,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0281,New South Wales,"Royal Commission on Local Government Boundaries (""Clancy Royal Commission""), (1945–1946)",1945,1946,1945–1946,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0282,New South Wales,Royal Commission of Inquiry into the Gas Industry (1948–1949),1948,1949,1948–1949,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0283,New South Wales,"Royal Commission of Inquiry into the conduct of Mr Frederick Joseph Cahill, MLA, concerning matters relating to the provision of transport facilities by the Department of Railways for the conveyance of magnesite for Non – Metallic Ltd. (1950)",1950,1950,1950,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/wiki/Joseph_Cahill,candidate_unverified,not_assessed,
rc-candidate-0284,New South Wales,Royal Commission of Inquiry as to the conviction of Frederick Lincoln McDermott for the Murder of William Henry Lavers (1951–1952),1951,1952,1951–1952,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0285,New South Wales,Royal Commission of Inquiry into matters relating to Joshua George Arthur and Reginald Aubrey Doyle (1953),1953,1953,1953,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/wiki/Royal_Commission_into_Joshua_Arthur,candidate_unverified,not_assessed,
rc-candidate-0286,New South Wales,Royal Commission on Liquor Laws in New South Wales (1951–1954),1951,1954,1951–1954,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0287,New South Wales,Royal Commission of Inquiry into certain matters relating to David Edward Studley-Ruxton (1954),1954,1954,1954,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0288,New South Wales,"Royal Commission of Inquiry into statements made by the Auditor-General in his Annual Report for the Year Ended 30 June 1958, concerning the Minister for Housing, the Honourable Abram Landa (""Royal Commission into Abe Landa"") (1958)",1958,1958,1958 1958,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,https://en.wikipedia.org/wiki/Abe_Landa,candidate_unverified,not_assessed,
rc-candidate-0289,New South Wales,Royal Commission of Inquiry in respect of certain matters relating to Callan Park Mental Hospital (1960–1961),1960,1961,1960–1961,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0290,New South Wales,"Royal Commission of Inquiry on the Landlord and Tenant (Amendment) Act, 1948, as amended (1960–1961)",1948,1961,1948 1960–1961,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0291,New South Wales,Royal Commission into Off-the-Course Betting in New South Wales (1962–1963),1962,1963,1962–1963,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
rc-candidate-0292,New South Wales,"Royal Commission of Inquiry into Rating, Valuation and Local Government Finance (1965–1967)",1965,1967,1965–1967,royal_commission,https://en.wikipedia.org/wiki/List_of_New_South_Wales_royal_commissions,,candidate_unverified,not_assessed,
